Agent_ID,Age,essential_worker,HouseID,WorkPlaceID,HospitalID
2606,68,0,1123,83,2
2607,62,0,603,169,2
2608,19,0,2397,60,1
2609,76,0,616,1,1
2610,48,1,2168,0,2
2611,23,0,2246,42,2
2612,76,0,1092,80,2
2613,36,0,2218,88,1
2614,71,0,1058,161,2
2615,11,0,2059,236,1
2616,5,0,1017,33,1
2617,7,0,798,234,2
2618,88,0,1885,225,2
2619,35,0,2380,117,2
2620,76,0,1930,48,1
2621,57,0,831,76,1
2622,33,0,1528,131,1
2623,71,0,300,246,1
2624,34,0,1350,93,2
2625,78,0,440,141,1
2626,35,0,1608,80,2
2627,98,0,2213,215,2
2628,75,0,986,130,2
2629,2,0,1595,95,1
2630,71,0,597,49,2
2631,97,0,1893,184,1
2632,36,0,405,158,2
2633,87,0,904,194,2
2634,36,0,983,246,2
2635,83,0,1396,242,1
2636,62,0,1230,115,1
2637,31,0,2459,134,2
2638,29,0,44,126,2
2639,28,0,1375,86,2
2640,88,0,479,185,2
2641,37,0,2376,196,2
2642,60,0,1746,124,2
2643,32,0,937,196,1
2644,8,0,39,183,2
2645,65,0,174,76,2
2646,80,0,888,128,2
2647,52,0,1313,213,2
2648,54,0,144,119,1
2649,50,0,1743,79,2
2650,11,0,9,65,1
2651,64,0,1381,48,1
2652,10,0,885,218,1
2653,94,0,1045,38,1
2654,39,0,1478,17,2
2655,33,0,136,7,2
2656,41,0,348,79,1
2657,89,0,878,240,2
2658,48,0,1655,23,2
2659,87,0,1287,27,1
2660,47,0,996,175,2
2661,88,0,735,166,1
2662,55,0,1327,222,2
2663,83,0,1043,171,2
2664,6,0,507,83,1
2665,82,0,1068,122,1
2666,52,0,2306,196,2
2667,89,0,2224,167,2
2668,64,0,1400,68,2
2669,97,0,1592,162,2
2670,79,0,961,178,2
2671,62,0,26,154,1
2672,84,0,2281,9,1
2673,29,0,1254,57,2
2674,14,0,1097,202,1
2675,38,0,2171,122,2
2676,81,0,1380,59,2
2677,2,0,589,117,1
2678,24,0,1377,75,2
2679,14,0,1122,170,1
2680,24,0,2193,187,1
2681,10,0,1470,105,1
2682,43,0,1119,182,2
2683,27,0,640,240,1
2684,21,0,1874,177,1
2685,92,0,2481,28,2
2686,42,0,2007,3,2
2687,27,0,234,222,2
2688,29,0,993,133,2
2689,61,0,1043,71,1
2690,50,0,106,123,2
2691,46,0,1392,235,2
2692,72,0,980,217,2
2693,53,0,2436,186,2
2694,80,0,787,159,1
2695,42,0,782,98,1
2696,20,0,835,165,1
2697,58,0,1778,30,2
2698,68,0,1012,126,1
2699,84,0,182,57,1
2700,3,0,508,113,2
2701,51,0,2123,59,1
2702,79,0,1184,123,1
2703,25,0,2311,74,2
2704,48,0,1785,189,2
2705,37,0,1730,50,2
2706,88,0,270,4,2
2707,37,0,439,77,1
2708,30,0,1392,179,1
2709,32,0,266,107,1
2710,94,0,1328,90,2
2711,45,0,2144,211,1
2712,30,0,2413,218,2
2713,90,0,844,63,2
2714,15,0,1628,190,1
2715,97,0,2490,68,2
2716,32,0,889,244,1
2717,46,0,1123,207,2
2718,41,0,2466,97,1
2719,10,0,1890,152,2
2720,33,0,1884,104,2
2721,73,0,1979,42,1
2722,29,0,694,75,2
2723,56,0,1459,56,1
2724,50,0,2292,176,2
2725,12,0,885,90,2
2726,85,0,189,140,1
2727,8,0,1176,221,1
2728,82,0,934,123,1
2729,78,0,2115,190,1
2730,20,0,400,46,1
2731,35,0,1011,135,1
2732,19,0,2435,226,1
2733,37,0,1165,248,2
2734,42,0,1215,127,2
2735,20,0,571,95,1
2736,65,0,1963,46,1
2737,65,0,1577,159,2
2738,55,0,1098,226,2
2739,76,0,226,117,2
2740,52,0,507,127,2
2741,39,0,1645,61,2
2742,23,0,630,62,2
2743,16,0,102,105,1
2744,69,0,1619,230,1
2745,75,0,1008,2,1
2746,88,0,2316,68,2
2747,12,0,1246,124,1
2748,24,0,2352,212,1
2749,25,0,1496,174,1
2750,13,0,2123,180,2
2751,81,0,1221,159,2
2752,98,0,250,15,2
2753,22,0,145,138,2
2754,51,0,830,32,2
2755,12,0,1489,210,2
2756,0,0,2297,58,1
2757,55,0,1707,62,2
2758,3,0,1254,199,1
2759,92,0,185,174,2
2760,37,0,812,5,2
2761,55,0,1099,51,1
2762,14,0,1415,209,2
2763,22,0,1623,130,2
2764,19,0,1348,40,2
2765,80,0,1937,89,1
2766,94,0,1503,193,1
2767,51,0,1893,120,1
2768,98,0,1812,236,2
2769,14,0,198,193,2
2770,46,0,1417,109,2
2771,64,0,1271,32,2
2772,22,0,1216,113,2
2773,10,0,2327,44,1
2774,86,0,1194,22,2
2775,76,0,1778,91,1
2776,40,0,988,231,2
2777,20,0,1967,9,2
2778,29,0,2178,46,1
2779,68,0,2325,97,2
2780,20,0,2420,120,1
2781,8,0,1392,138,2
2782,77,0,363,92,1
2783,49,0,39,163,2
2784,56,0,718,219,2
2785,23,0,385,54,1
2786,91,0,1255,9,1
2787,8,0,1334,16,1
2788,90,0,2413,58,1
2789,54,0,556,215,1
2790,86,0,1002,213,1
2791,32,0,2168,34,2
2792,1,0,2288,28,1
2793,57,0,1269,164,1
2794,99,0,141,218,1
2795,78,0,2457,145,1
2796,24,0,1292,219,1
2797,0,0,1532,55,1
2798,51,0,78,102,2
2799,27,0,750,6,1
2800,3,0,328,182,2
2801,72,0,2134,104,2
2802,90,0,2154,84,1
2803,64,0,1946,169,1
2804,77,0,1715,78,2
2805,86,0,744,247,1
2806,52,0,1009,171,2
2807,0,0,156,2,2
2808,32,0,903,76,2
2809,17,0,1700,45,1
2810,43,0,1867,92,1
2811,64,0,1970,91,1
2812,13,0,1823,49,1
2813,40,0,2134,58,2
2814,34,0,1681,104,2
2815,21,0,911,131,2
2816,1,0,2481,195,2
2817,53,0,452,63,2
2818,99,0,232,46,1
2819,56,0,1700,235,1
2820,5,0,2360,78,2
2821,10,0,2020,36,2
2822,77,0,396,192,1
2823,92,0,726,131,1
2824,81,0,138,48,1
2825,58,0,97,202,1
2826,53,0,1036,166,1
2827,3,0,1469,173,2
2828,77,0,1182,146,2
2829,12,0,1586,242,2
2830,40,0,2208,33,1
2831,56,0,205,128,1
2832,74,0,2318,92,1
2833,22,0,2400,171,2
2834,78,0,437,120,1
2835,56,0,2224,238,1
2836,36,0,697,168,1
2837,66,0,1422,47,1
2838,88,0,2374,117,2
2839,48,0,2389,214,2
2840,80,0,9,118,1
2841,88,0,1632,117,1
2842,45,0,242,71,2
2843,69,0,962,57,1
2844,34,0,317,78,1
2845,40,0,603,199,1
2846,84,0,70,144,2
2847,62,0,2093,23,2
2848,20,0,1383,192,2
2849,11,0,121,84,1
2850,75,0,2382,56,1
2851,25,0,1790,42,2
2852,37,0,1101,22,2
2853,6,0,498,190,2
2854,44,0,1840,56,2
2855,21,0,850,57,2
2856,57,0,2091,223,2
2857,89,0,1068,13,1
2858,0,0,47,191,1
2859,99,0,136,205,1
2860,30,0,1359,133,1
2861,24,0,301,1,2
2862,30,0,2080,15,2
2863,9,0,1847,143,2
2864,92,0,83,247,2
2865,45,0,1141,83,1
2866,47,0,331,200,2
2867,77,0,497,191,2
2868,39,0,2345,135,1
2869,2,0,864,187,2
2870,55,0,214,194,1
2871,58,0,60,22,1
2872,65,0,741,124,1
2873,34,0,2302,162,1
2874,88,0,1663,207,2
2875,54,0,1844,171,1
2876,84,0,1273,79,2
2877,45,1,850,0,2
2878,22,0,359,126,2
2879,95,0,644,178,2
2880,15,0,1116,206,1
2881,96,0,1271,1,2
2882,92,0,2161,24,2
2883,25,0,251,94,2
2884,92,0,597,233,1
2885,67,0,2156,83,2
2886,69,0,801,147,2
2887,87,0,2299,168,2
2888,44,0,2311,187,1
2889,65,0,1689,166,2
2890,83,0,540,28,2
2891,10,0,1694,85,2
2892,92,0,317,142,1
2893,60,0,1538,148,1
2894,1,0,1105,243,1
2895,95,0,1059,31,1
2896,76,0,584,166,2
2897,51,0,2261,216,1
2898,1,0,1853,124,1
2899,70,0,1684,96,2
2900,73,0,509,236,2
2901,80,0,1312,108,1
2902,27,0,865,96,1
2903,14,0,2296,186,1
2904,94,0,1471,108,2
2905,1,0,2446,203,1
2906,64,0,2292,124,2
2907,67,0,2265,137,1
2908,86,0,164,63,1
2909,71,0,1115,215,1
2910,78,0,1341,216,1
2911,94,0,1394,126,1
2912,51,0,1027,97,1
2913,30,0,1470,132,2
2914,90,0,2299,71,2
2915,7,0,677,44,1
2916,60,0,1002,83,1
2917,77,0,1409,90,1
2918,56,0,1286,221,2
2919,62,0,1033,54,1
2920,67,0,2441,137,2
2921,7,0,1056,182,2
2922,87,0,427,171,2
2923,40,0,2116,181,1
2924,59,0,528,140,2
2925,90,0,308,65,2
2926,43,0,991,84,2
2927,87,0,1437,134,2
2928,17,0,1320,63,1
2929,65,0,2196,117,1
2930,92,0,1198,147,1
2931,88,0,2390,121,2
2932,14,0,133,6,2
2933,35,0,870,126,2
2934,51,0,2377,193,2
2935,63,0,818,211,1
2936,39,0,2273,1,2
2937,81,0,2494,22,1
2938,21,0,660,98,2
2939,42,0,255,196,2
2940,94,0,686,92,2
2941,70,0,1729,136,1
2942,65,0,948,64,1
2943,40,0,2100,48,1
2944,10,0,2071,154,2
2945,2,0,1674,109,1
2946,18,0,1672,118,2
2947,94,0,2019,161,1
2948,62,0,947,148,2
2949,93,0,1507,120,1
2950,65,0,1491,181,2
2951,84,0,376,177,2
2952,53,0,255,45,1
2953,7,0,904,172,2
2954,70,0,2443,145,2
2955,60,0,1974,92,1
2956,76,0,1095,120,1
2957,23,0,2434,180,1
2958,19,0,442,244,1
2959,17,0,1640,99,2
2960,66,0,2060,103,2
2961,22,0,1968,162,1
2962,14,0,1213,136,1
2963,65,0,1780,18,1
2964,70,0,847,221,2
2965,76,0,860,143,1
2966,86,0,1254,40,2
2967,42,0,1317,129,1
2968,25,0,1363,141,1
2969,99,0,942,152,1
2970,13,0,872,111,1
2971,3,0,1698,110,1
2972,64,0,1126,128,2
2973,48,0,1847,86,2
2974,3,0,203,143,1
2975,59,0,1563,160,1
2976,24,0,55,41,1
2977,20,0,2178,76,1
2978,32,0,271,130,2
2979,64,0,158,108,1
2980,35,0,732,243,2
2981,52,0,1521,108,2
2982,65,1,1628,0,1
2983,51,0,2010,38,2
2984,56,0,2298,105,2
2985,43,0,812,40,1
2986,34,0,2168,224,1
2987,48,0,1552,13,2
2988,18,0,1704,131,2
2989,67,0,947,48,1
2990,61,0,750,110,1
2991,58,0,395,63,1
2992,98,0,490,33,1
2993,48,0,1859,233,1
2994,45,0,479,211,2
2995,54,0,1581,175,2
2996,80,0,2057,104,1
2997,21,0,629,151,2
2998,35,0,1040,100,1
2999,62,0,1653,20,2
3000,13,0,464,230,1
3001,89,0,2016,95,2
3002,76,0,345,77,2
3003,1,0,1544,193,1
3004,49,0,1974,237,2
3005,98,0,2478,157,2
3006,29,0,2176,195,2
3007,45,0,2239,226,2
3008,60,0,1365,36,2
3009,31,0,358,151,2
3010,65,0,1095,18,2
3011,73,0,214,245,1
3012,36,0,1180,126,2
3013,26,0,1090,8,1
3014,14,0,1569,14,1
3015,41,0,1969,22,1
3016,0,0,1588,8,1
3017,34,0,1497,149,2
3018,55,0,1932,237,2
3019,0,0,1641,129,2
3020,45,0,330,143,1
3021,25,0,1693,147,2
3022,82,0,1895,2,2
3023,76,0,2223,170,1
3024,64,0,1135,110,1
3025,33,0,1581,238,1
3026,71,0,1325,74,2
3027,64,0,1203,47,2
3028,80,0,793,34,2
3029,34,0,1468,42,1
3030,22,0,1488,194,2
3031,78,0,1497,228,1
3032,88,0,1632,41,2
3033,61,0,2291,180,1
3034,52,0,1090,79,2
3035,34,0,439,196,1
3036,82,1,717,0,1
3037,57,0,384,5,2
3038,50,0,998,226,2
3039,55,0,58,111,1
3040,20,0,2421,203,1
3041,70,0,1224,149,1
3042,77,0,1379,210,2
3043,2,0,1719,149,2
3044,45,0,2091,17,2
3045,96,0,1427,30,1
3046,47,0,1700,158,1
3047,79,0,1576,74,2
3048,38,0,897,222,2
3049,52,0,205,141,2
3050,62,1,2298,0,1
3051,93,0,1414,101,2
3052,52,0,2374,93,1
3053,50,0,2236,64,1
3054,81,0,277,201,1
3055,70,0,2118,54,1
3056,13,0,398,110,1
3057,90,0,2271,96,2
3058,22,0,1113,54,1
3059,97,0,1116,185,1
3060,54,0,1353,70,2
3061,76,0,660,205,2
3062,32,0,217,58,1
3063,20,0,1321,180,1
3064,83,0,909,91,2
3065,12,0,1555,40,1
3066,37,0,956,188,2
3067,3,0,1806,122,1
3068,84,0,842,96,2
3069,18,0,2189,72,2
3070,15,0,2309,246,1
3071,59,0,1459,74,2
3072,81,0,2273,157,1
3073,54,0,514,128,1
3074,97,0,589,95,2
3075,40,0,216,205,2
3076,24,0,665,1,2
3077,31,0,1819,231,1
3078,30,0,1376,217,1
3079,7,0,18,123,1
3080,17,0,2309,135,1
3081,23,0,2408,61,2
3082,52,0,2064,164,1
3083,71,0,193,30,1
3084,52,0,1895,101,2
3085,15,0,1782,51,1
3086,37,0,1014,96,2
3087,95,0,988,117,2
3088,10,0,725,85,2
3089,17,0,397,115,2
3090,72,0,1243,221,2
3091,53,0,1811,8,1
3092,31,0,1291,118,2
3093,39,0,1598,227,2
3094,36,0,2096,126,2
3095,27,0,2339,98,1
3096,55,0,610,203,1
3097,56,0,1089,133,1
3098,47,0,2204,64,1
3099,34,0,1189,17,1
3100,80,0,1105,146,1
3101,67,0,715,138,2
3102,36,0,1494,63,2
3103,17,0,1008,239,2
3104,42,0,1939,93,2
3105,5,0,1867,65,1
3106,15,0,599,241,1
3107,89,0,2042,195,2
3108,77,0,946,93,1
3109,30,0,1988,107,1
3110,87,0,66,39,1
3111,94,0,51,207,2
3112,86,0,1909,224,2
3113,99,0,969,209,1
3114,30,0,511,178,1
3115,14,0,1596,243,2
3116,1,0,6,113,2
3117,41,0,711,179,1
3118,2,0,462,11,1
3119,8,0,592,79,2
3120,11,0,599,215,1
3121,59,0,2281,210,2
3122,19,0,276,33,1
3123,98,0,921,245,2
3124,24,0,531,108,2
3125,15,0,2386,110,2
3126,1,0,1350,222,1
3127,99,0,334,84,1
3128,44,0,1089,39,2
3129,29,0,1209,183,1
3130,29,0,851,217,2
3131,80,0,1938,52,2
3132,66,0,2479,113,2
3133,89,0,2075,47,2
3134,32,0,1793,44,1
3135,6,0,1127,152,2
3136,79,0,1132,186,1
3137,12,0,183,214,2
3138,22,0,235,215,2
3139,81,0,2492,150,1
3140,54,0,22,28,1
3141,38,0,316,148,2
3142,12,0,2467,89,1
3143,46,0,1942,79,2
3144,67,0,1903,14,1
3145,92,0,112,209,2
3146,37,0,2408,53,1
3147,37,0,1197,245,2
3148,30,0,1251,42,1
3149,79,0,1770,175,1
3150,3,0,2021,50,2
3151,38,0,2054,7,2
3152,52,0,275,23,2
3153,30,0,1272,13,2
3154,66,0,1303,145,1
3155,51,0,1846,166,1
3156,5,0,2314,198,2
3157,99,0,641,77,1
3158,70,0,70,114,2
3159,35,0,1937,154,2
3160,42,0,667,23,2
3161,14,0,1283,198,2
3162,5,0,1047,222,2
3163,88,0,1102,156,2
3164,95,0,2044,188,2
3165,7,0,2133,146,1
3166,46,0,2302,102,1
3167,61,0,497,173,2
3168,93,0,1900,236,1
3169,23,0,2121,40,1
3170,93,0,1653,193,1
3171,43,0,1699,61,2
3172,76,0,1756,128,1
3173,47,0,818,73,2
3174,45,0,1198,192,1
3175,7,0,1791,52,1
3176,97,0,1609,153,1
3177,58,0,770,166,2
3178,60,0,364,213,1
3179,21,0,1756,147,2
3180,4,0,7,71,2
3181,1,0,36,207,1
3182,36,0,1357,94,1
3183,69,0,1528,219,1
3184,98,0,1938,194,1
3185,14,0,1818,237,1
3186,77,0,2301,198,2
3187,53,0,85,187,2
3188,23,0,1704,12,1
3189,12,0,375,48,1
3190,60,0,928,147,2
3191,12,0,1690,21,2
3192,80,0,1648,20,1
3193,96,0,2137,185,2
3194,36,0,819,232,2
3195,95,0,1189,137,2
3196,61,0,491,67,2
3197,22,0,126,144,1
3198,55,0,398,236,2
3199,60,0,158,119,1
3200,3,0,1998,242,2
3201,15,0,746,134,1
3202,93,0,610,88,1
3203,37,0,510,216,1
3204,91,0,1229,73,2
3205,87,0,2451,83,1
3206,19,0,1008,188,2
3207,28,0,947,213,2
3208,11,0,1012,136,2
3209,12,0,1579,224,2
3210,8,0,519,217,2
3211,41,0,510,206,1
3212,63,0,2301,41,2
3213,29,0,1352,124,2
3214,50,0,2285,39,2
3215,68,0,1743,75,1
3216,29,0,2259,155,1
3217,82,0,2166,234,1
3218,25,0,2209,183,1
3219,71,0,2418,173,1
3220,98,0,1056,239,2
3221,33,0,1991,41,2
3222,14,0,2033,65,1
3223,53,0,697,4,2
3224,43,0,47,13,1
3225,34,0,432,49,1
3226,44,0,2324,214,1
3227,76,0,698,154,1
3228,32,0,1649,191,1
3229,5,0,750,228,2
3230,73,0,2001,151,1
3231,3,0,1540,174,1
3232,6,0,358,101,2
3233,19,0,114,209,1
3234,22,0,577,99,2
3235,11,0,878,184,1
3236,29,0,945,150,2
3237,17,0,662,217,2
3238,21,0,1000,188,1
3239,53,0,1334,155,1
3240,90,0,1650,180,2
3241,14,0,762,38,2
3242,21,0,512,81,1
3243,37,0,314,61,2
3244,26,0,2430,15,1
3245,56,0,975,30,1
3246,13,0,1819,180,1
3247,8,0,1397,184,1
3248,4,0,571,64,1
3249,87,0,1657,131,2
3250,54,0,2343,140,1
3251,90,0,1162,75,2
3252,93,0,895,158,1
3253,19,0,929,197,2
3254,48,0,713,67,1
3255,19,0,1823,248,1
3256,62,0,2208,243,2
3257,93,0,635,245,2
3258,97,0,441,97,2
3259,13,0,878,7,1
3260,3,0,653,192,2
3261,9,0,1120,75,1
3262,8,0,154,198,1
3263,83,0,1874,233,2
3264,73,0,1409,28,2
3265,4,0,471,184,1
3266,66,0,175,43,1
3267,6,0,665,133,2
3268,1,0,558,72,1
3269,31,0,1036,76,2
3270,40,0,1455,80,1
3271,95,0,1263,61,1
3272,70,0,519,92,2
3273,41,0,1739,56,1
3274,10,0,1303,142,2
3275,50,0,993,177,1
3276,49,0,1538,82,2
3277,28,0,2420,76,2
3278,56,0,1055,85,2
3279,52,0,758,17,1
3280,7,0,889,121,1
3281,24,0,922,64,1
3282,11,0,2273,30,1
3283,33,0,313,230,1
3284,44,0,1324,58,1
3285,85,0,1310,30,1
3286,60,0,2427,194,2
3287,17,0,1779,17,1
3288,26,0,1828,142,2
3289,16,0,1891,22,2
3290,66,0,319,136,1
3291,18,0,312,225,1
3292,11,0,768,141,2
3293,1,0,1100,216,1
3294,3,0,86,194,1
3295,23,0,122,248,2
3296,53,0,2099,15,1
3297,54,0,756,28,2
3298,60,0,1880,151,1
3299,94,0,1539,134,2
3300,48,0,995,38,1
3301,93,0,1380,212,2
3302,67,0,1592,25,1
3303,58,0,2115,51,1
3304,82,0,950,153,2
3305,13,0,215,119,2
3306,19,0,1697,71,2
3307,84,0,1630,33,2
3308,17,0,1324,1,1
3309,21,0,2256,126,1
3310,75,0,1990,35,2
3311,24,0,1253,231,2
3312,99,0,1234,31,1
3313,66,0,1473,19,1
3314,20,0,488,53,2
3315,88,0,1486,141,1
3316,77,0,403,2,1
3317,84,0,1337,44,2
3318,75,0,1439,13,2
3319,88,0,1530,21,1
3320,66,0,1570,77,1
3321,4,0,734,179,2
3322,80,0,765,44,1
3323,12,0,1473,232,1
3324,71,0,1353,54,1
3325,94,0,1411,176,1
3326,47,0,1640,42,2
3327,92,0,1036,76,1
3328,69,0,807,199,1
3329,84,0,1087,172,1
3330,25,0,1547,216,1
3331,49,0,451,124,1
3332,53,0,117,176,1
3333,72,0,2334,183,2
3334,51,0,1800,22,2
3335,61,0,1241,223,2
3336,70,0,784,186,1
3337,69,0,1674,234,2
3338,21,0,902,245,1
3339,50,0,770,189,1
3340,1,0,1476,61,2
3341,62,0,98,93,2
3342,39,0,1839,214,2
3343,38,0,1615,105,2
3344,72,0,245,161,1
3345,32,0,2459,49,2
3346,70,1,2170,0,2
3347,26,0,238,93,2
3348,94,0,898,37,2
3349,35,0,28,79,2
3350,42,0,2300,150,1
3351,90,0,236,123,2
3352,23,0,2279,215,1
3353,51,0,93,116,2
3354,60,0,2119,9,2
3355,97,0,1707,224,1
3356,52,0,1637,141,1
3357,13,0,769,77,1
3358,25,0,420,96,2
3359,62,0,342,237,2
3360,44,0,2079,169,1
3361,93,0,2183,44,2
3362,97,0,2081,120,2
3363,35,0,1727,230,1
3364,85,0,279,143,1
3365,80,0,1609,36,2
3366,72,0,1344,26,2
3367,80,0,1681,5,1
3368,33,0,2480,168,1
3369,93,0,642,46,2
3370,55,0,1072,121,1
3371,34,0,1577,69,1
3372,91,0,63,231,1
3373,48,0,1460,23,2
3374,46,0,1433,175,1
3375,24,0,2268,127,1
3376,66,0,1098,199,1
3377,61,0,227,128,2
3378,98,0,870,127,1
3379,40,0,2378,127,2
3380,88,0,607,170,1
3381,0,0,1364,44,1
3382,76,0,2073,4,1
3383,13,0,2292,23,1
3384,7,0,260,234,2
3385,71,0,1426,20,2
3386,10,0,1374,47,1
3387,29,0,2026,233,1
3388,86,0,1546,211,1
3389,28,0,1242,173,2
3390,92,0,2353,187,1
3391,24,0,272,177,1
3392,32,0,168,78,1
3393,27,0,1270,168,1
3394,16,0,587,108,1
3395,79,0,292,159,2
3396,75,0,2428,7,1
3397,65,0,841,7,1
3398,79,0,657,3,2
3399,32,0,1357,144,2
3400,22,0,157,151,1
3401,74,0,591,78,1
3402,30,0,659,186,1
3403,32,0,696,126,1
3404,34,0,1749,105,2
3405,39,0,234,222,2
3406,58,0,810,125,1
3407,15,0,1186,170,2
3408,3,0,427,223,1
3409,4,0,6,211,2
3410,22,0,1601,126,1
3411,44,0,7,240,2
3412,4,0,1089,157,2
3413,78,0,2356,70,2
3414,88,0,2270,112,2
3415,31,0,2300,161,2
3416,13,0,1466,28,1
3417,56,0,379,195,1
3418,35,0,1197,124,2
3419,60,0,177,73,1
3420,3,0,1632,88,1
3421,45,0,909,131,2
3422,61,0,1766,85,1
3423,8,0,1115,99,1
3424,7,0,1310,114,1
3425,48,0,941,138,1
3426,21,0,2259,142,1
3427,60,0,685,23,1
3428,80,0,1194,125,2
3429,57,0,1037,57,1
3430,53,0,2167,194,2
3431,63,0,1829,146,1
3432,41,0,1367,220,1
3433,1,0,2225,132,2
3434,64,0,459,210,2
3435,60,0,820,21,1
3436,36,0,1747,33,2
3437,58,0,1533,44,2
3438,81,0,2303,50,2
3439,24,0,981,99,1
3440,92,0,2449,198,1
3441,82,0,1854,181,1
3442,29,0,2212,28,1
3443,59,0,2289,198,1
3444,58,0,1967,103,1
3445,47,0,1760,208,1
3446,51,0,795,226,1
3447,79,0,2497,218,2
3448,14,0,1664,77,2
3449,29,0,149,56,1
3450,14,0,2196,95,2
3451,62,0,289,232,2
3452,82,0,1910,115,2
3453,33,0,2211,16,1
3454,77,0,2384,69,2
3455,43,0,157,203,1
3456,80,0,256,60,2
3457,27,0,2033,83,1
3458,37,0,1450,39,1
3459,80,0,719,61,2
3460,80,0,212,130,1
3461,36,0,722,34,2
3462,34,0,352,248,2
3463,45,0,22,50,1
3464,47,0,1029,87,2
3465,51,0,2479,168,2
3466,65,0,930,17,2
3467,67,0,1112,27,1
3468,64,0,1581,151,2
3469,63,0,968,72,1
3470,74,0,1665,62,2
3471,28,0,1336,179,2
3472,58,0,88,227,1
3473,78,0,1418,77,2
3474,30,0,37,56,2
3475,32,0,487,124,2
3476,59,0,409,215,2
3477,87,0,1698,80,2
3478,41,0,2250,99,1
3479,66,0,1530,89,1
3480,45,0,327,108,1
3481,92,0,915,52,2
3482,36,0,997,49,1
3483,38,0,2385,117,2
3484,43,0,749,101,2
3485,91,0,1815,100,1
3486,43,0,530,220,2
3487,60,0,777,2,2
3488,92,0,2151,4,2
3489,24,0,657,146,2
3490,15,0,1875,39,1
3491,71,0,2082,42,2
3492,34,0,2407,133,2
3493,28,0,995,185,2
3494,68,0,163,220,2
3495,37,0,1252,160,2
3496,44,0,124,217,1
3497,23,0,837,139,1
3498,52,0,2323,190,1
3499,4,0,1316,199,2
3500,59,0,780,124,2
3501,86,0,492,59,2
3502,65,0,1427,39,2
3503,79,1,208,0,1
3504,91,0,1344,123,1
3505,83,0,1250,247,1
3506,92,0,1023,213,1
3507,90,0,1977,130,1
3508,99,0,1679,116,1
3509,38,0,1918,31,1
3510,35,0,1858,12,2
3511,81,0,2468,180,1
3512,72,0,2316,162,2
3513,80,0,318,94,1
3514,24,0,157,37,2
3515,75,0,470,134,1
3516,4,0,1260,112,2
3517,32,0,681,55,2
3518,66,0,37,141,1
3519,5,0,641,101,2
3520,54,0,268,2,2
3521,13,0,2465,206,1
3522,48,0,701,183,2
3523,62,0,1853,188,2
3524,87,0,488,86,1
3525,93,0,197,121,2
3526,44,0,935,234,2
3527,32,0,2076,162,1
3528,7,0,1184,48,2
3529,62,0,139,60,1
3530,68,0,663,40,1
3531,34,1,2357,0,2
3532,45,0,212,185,1
3533,22,0,677,177,2
3534,99,0,162,216,2
3535,47,0,1323,177,1
3536,80,0,1041,144,1
3537,72,0,537,159,2
3538,15,0,475,229,1
3539,83,0,113,20,2
3540,25,0,1399,125,1
3541,49,0,1243,90,2
3542,42,0,1485,136,1
3543,23,0,2453,7,2
3544,10,0,1830,248,1
3545,36,0,2471,50,2
3546,58,0,253,72,1
3547,59,0,420,59,2
3548,30,0,771,127,2
3549,38,0,378,196,1
3550,6,0,2335,156,1
3551,19,0,2406,108,2
3552,14,0,1046,104,2
3553,72,0,1701,240,1
3554,11,0,1296,1,2
3555,60,0,1644,113,1
3556,74,0,265,43,1
3557,2,0,2352,243,2
3558,90,0,400,150,2
3559,15,0,2186,129,1
3560,84,0,1303,93,1
3561,68,0,244,124,1
3562,52,0,1112,67,1
3563,19,0,2401,3,2
3564,10,0,384,101,1
3565,76,0,2041,90,2
3566,99,0,2312,180,1
3567,2,0,1065,69,1
3568,0,0,1867,98,1
3569,41,0,2487,107,1
3570,63,0,253,218,2
3571,87,0,1303,197,2
3572,90,0,666,217,1
3573,57,0,1891,165,2
3574,61,0,2027,201,1
3575,88,0,376,18,1
3576,85,0,1987,19,2
3577,34,0,2366,200,1
3578,61,0,670,2,2
3579,72,0,1243,130,2
3580,54,0,1521,220,1
3581,52,0,304,50,1
3582,33,0,20,105,2
3583,10,0,374,100,2
3584,45,0,2118,204,2
3585,68,0,1977,89,1
3586,66,0,137,239,2
3587,51,0,1868,119,1
3588,82,0,1658,57,1
3589,41,0,2359,3,1
3590,13,0,1424,217,1
3591,71,0,1947,201,1
3592,30,0,2382,217,2
3593,78,0,489,127,2
3594,94,0,2180,13,2
3595,19,0,367,40,2
3596,66,0,733,131,2
3597,37,0,2088,101,1
3598,9,0,1943,147,1
3599,43,0,452,235,1
3600,37,0,2365,214,1
3601,0,0,841,209,1
3602,65,0,1547,169,2
3603,17,0,2126,184,1
3604,6,0,1558,224,1
3605,31,0,1024,107,1
3606,51,0,745,85,2
3607,35,0,336,198,2
3608,39,0,452,144,2
3609,75,0,929,177,1
3610,71,0,2484,189,1
3611,76,0,111,180,2
3612,78,0,856,179,1
3613,63,0,2474,50,2
3614,6,0,393,194,1
3615,18,0,1355,168,2
3616,50,0,1055,130,2
3617,66,0,2042,44,2
3618,4,0,1921,223,1
3619,12,0,1078,88,2
3620,49,0,2076,169,2
3621,46,0,926,102,2
3622,50,0,2405,149,2
3623,89,0,1853,187,2
3624,75,0,1573,175,1
3625,2,0,223,70,2
3626,55,0,152,154,2
3627,86,0,633,7,1
3628,61,0,1546,36,2
3629,0,0,1977,42,1
3630,78,0,1935,85,1
