Agent_ID,Age,PublicTransport_Jobs,essential_worker,Adherence_to_Intervention,AdminUnitName,H_Lat,H_Lon,HID,school_id,WorkPlaceID,Hospital ID
1007,22,1,0,0.6,some_village,0.70957816,0.48576945,1036,41,0,11
1008,75,0,0,0.0,some_village,0.38790864,0.929971,586,0,2,11
1009,59,0,0,0.9,some_village,0.12694478,0.086851,932,0,43,4
1010,38,1,0,0.4,some_village,0.63167673,0.94282615,34,0,41,3
1011,35,0,0,0.7,some_village,0.458762,0.37683463,1293,0,26,10
1012,41,0,0,0.4,some_village,0.15515417,0.17566454,897,0,35,3
1013,90,0,0,0.5,some_village,0.45004767,0.51805323,161,0,43,17
1014,2,0,0,0.9,some_village,0.9751577,0.8143397,2066,9,0,2
1015,10,0,0,0.4,some_village,0.8680074,0.49378413,1302,21,0,15
1016,30,0,0,1.0,some_village,0.6284494,0.4959336,1311,0,46,7
1017,67,0,0,0.8,some_village,0.6779046,0.32951295,2142,0,4,2
1018,54,1,0,0.4,some_village,0.43392748,0.1839838,362,0,31,19
1019,98,0,0,0.5,some_village,0.3530845,0.2878809,1392,0,3,9
1020,75,0,0,0.7,some_village,0.54720044,0.70751184,1271,0,28,14
1021,26,0,0,0.3,some_village,0.74945754,0.02906555,431,0,39,15
1022,21,1,0,0.2,some_village,0.66368145,0.16320145,1083,46,0,18
1023,82,0,0,1.0,some_village,0.6325854,0.2721979,124,0,17,3
1024,35,1,0,0.5,some_village,0.8333727,0.5372637,1690,0,2,6
1025,27,1,0,0.7,some_village,0.76233715,0.27528113,1652,0,17,19
1026,41,0,0,0.6,some_village,0.8619863,0.84729636,1634,0,32,6
1027,49,0,0,0.7,some_village,0.012616515,0.8579887,432,0,45,12
1028,84,1,0,0.5,some_village,0.74359375,0.7782624,1895,0,25,19
1029,10,0,0,0.3,some_village,0.77931863,0.688371,650,24,0,16
1030,66,0,0,0.1,some_village,0.46898222,0.86745983,1003,0,6,16
1031,67,0,0,0.5,some_village,0.16598856,0.31833678,2277,0,2,8
1032,82,0,0,1.0,some_village,0.2575158,0.8564461,1084,0,49,10
1033,56,0,0,0.9,some_village,0.5266342,0.80771446,956,0,15,4
1034,46,1,0,0.4,some_village,0.7822202,0.74758846,1432,0,18,7
1035,15,0,0,1.0,some_village,0.8681644,0.664966,208,33,0,16
1036,92,1,0,0.3,some_village,0.6604602,0.20211595,1301,0,48,11
1037,68,0,0,0.4,some_village,0.28021425,0.07109398,1813,0,27,12
1038,60,0,0,0.9,some_village,0.024581313,0.27733558,30,0,33,1
1039,8,0,0,0.1,some_village,0.3427546,0.9185391,440,32,0,16
1040,55,1,0,0.9,some_village,0.40132648,0.71634716,1662,0,32,9
1041,15,0,0,0.5,some_village,0.5875005,0.079547346,955,12,0,11
1042,46,1,0,0.5,some_village,0.03395766,0.35355568,1760,0,31,14
1043,49,0,0,0.6,some_village,0.562501,0.19713199,369,0,43,3
1044,2,0,0,0.9,some_village,0.97974133,0.36411965,628,8,0,11
1045,21,0,0,0.7,some_village,0.012615621,0.42407274,793,35,0,10
1046,95,1,0,0.2,some_village,0.8160586,0.13719785,130,0,36,18
1047,25,1,0,0.3,some_village,0.29302883,0.2880653,1534,0,29,7
1048,36,0,0,0.5,some_village,0.9305838,0.41627133,605,0,6,5
1049,86,0,0,0.2,some_village,0.8709682,0.90686315,1021,0,12,8
1050,14,1,0,0.5,some_village,0.10981774,0.7048276,87,47,0,2
1051,40,0,1,0.7,some_village,0.8657862,0.48336804,770,0,14,4
1052,30,1,0,0.1,some_village,0.99994457,0.9861898,2032,0,1,14
1053,59,0,0,0.2,some_village,0.50868464,0.6555566,1688,0,42,14
1054,57,1,0,0.7,some_village,0.9924173,0.67050457,88,0,16,15
1055,88,0,1,0.1,some_village,0.60780066,0.6860826,705,0,45,2
1056,59,0,0,0.8,some_village,0.92898166,0.58383113,413,0,22,7
1057,78,1,0,0.8,some_village,0.7221397,0.58346456,715,0,35,3
1058,24,1,0,0.7,some_village,0.23731285,0.39957523,1894,42,0,11
1059,6,1,0,0.8,some_village,0.10543954,0.5168733,439,38,0,5
1060,79,1,0,0.9,some_village,0.1228382,0.9252035,631,0,4,20
1061,34,1,0,0.7,some_village,0.83301127,0.72173685,1831,0,14,20
1062,76,0,0,0.4,some_village,0.8221828,0.940269,1243,0,42,17
1063,87,0,0,0.9,some_village,0.75445724,0.65259147,886,0,3,2
1064,85,0,0,0.3,some_village,0.5777558,0.5895494,2409,0,6,12
1065,18,0,0,0.0,some_village,0.7847651,0.2931248,187,45,0,3
1066,5,1,0,0.2,some_village,0.6256902,0.5857257,462,50,0,16
1067,12,0,0,0.5,some_village,0.76082253,0.3003801,1070,24,0,19
1068,29,0,0,0.2,some_village,0.80603653,0.6740557,239,0,30,4
1069,74,0,0,0.1,some_village,0.35166252,0.9382706,1225,0,12,6
1070,70,0,0,0.0,some_village,0.782421,0.08659047,2310,0,5,2
1071,79,1,0,0.6,some_village,0.5866752,0.89461213,1971,0,48,4
1072,87,0,0,0.8,some_village,0.1418432,0.34110898,1236,0,13,6
1073,34,0,0,0.1,some_village,0.97282475,0.78096044,1035,0,36,7
1074,67,1,0,0.7,some_village,0.67313236,0.84836215,1755,0,23,13
1075,4,0,0,0.2,some_village,0.29036903,0.80252916,2312,24,0,11
1076,46,0,0,0.2,some_village,0.28006035,0.5237409,317,0,41,2
1077,51,0,0,0.0,some_village,0.616061,0.92406875,705,0,44,5
1078,66,0,1,0.8,some_village,0.44480258,0.7466113,1454,0,6,12
1079,50,0,0,0.7,some_village,0.880019,0.036441922,436,0,42,12
1080,67,1,0,0.5,some_village,0.6771991,0.5894522,409,0,47,6
1081,80,0,0,0.8,some_village,0.5065902,0.5544052,168,0,35,8
1082,96,0,0,0.4,some_village,0.86214113,0.7534058,607,0,6,5
1083,4,0,0,0.6,some_village,0.6161056,0.5908028,1136,43,0,8
1084,89,1,0,0.6,some_village,0.9211148,0.21333212,2130,0,42,9
1085,26,0,0,0.2,some_village,0.7942729,0.7353127,1466,0,40,11
1086,12,0,0,1.0,some_village,0.7166342,0.17635816,1681,3,0,19
1087,56,0,0,0.2,some_village,0.3364905,0.9579722,1621,0,9,4
1088,63,0,0,0.5,some_village,0.93845403,0.73795664,1662,0,4,18
1089,9,0,0,0.1,some_village,0.53573906,0.68257624,1956,10,0,16
1090,92,1,0,0.9,some_village,0.38157898,0.40551376,2434,0,18,20
1091,52,0,0,0.7,some_village,0.8258441,0.36570996,1493,0,4,5
1092,73,0,0,0.2,some_village,0.9375373,0.085411966,165,0,48,9
1093,90,0,0,0.3,some_village,0.36522973,0.79708946,1105,0,7,17
1094,17,0,0,0.2,some_village,0.22776538,0.67061764,298,4,0,15
1095,56,1,0,0.8,some_village,0.80619407,0.18029827,429,0,1,4
1096,84,0,0,0.6,some_village,0.7151604,0.8345414,1724,0,10,8
1097,23,1,0,0.0,some_village,0.8527943,0.6094486,1343,36,0,19
1098,30,0,0,0.3,some_village,0.4780454,0.99505794,516,0,42,1
1099,10,1,0,0.0,some_village,0.087463915,0.99395025,1671,48,0,15
1100,70,0,0,0.0,some_village,0.8183272,0.012282252,2006,0,45,4
1101,7,0,0,0.6,some_village,0.8879939,0.18287367,233,46,0,14
1102,77,1,0,0.9,some_village,0.24525201,0.42583323,1731,0,31,19
1103,52,0,0,0.7,some_village,0.99427843,0.70716286,1796,0,37,16
1104,59,0,0,0.3,some_village,0.0018567443,0.2653715,2463,0,22,5
1105,68,0,0,0.5,some_village,0.32146186,0.2786215,1316,0,37,9
1106,11,1,0,0.9,some_village,0.566565,0.6953511,769,9,0,5
1107,37,0,0,0.9,some_village,0.31521368,0.021665633,2445,0,30,19
1108,79,0,0,0.8,some_village,0.6998055,0.54955804,840,0,28,4
1109,8,0,0,0.2,some_village,0.41803575,0.5217055,565,15,0,1
1110,84,0,0,0.2,some_village,0.23194134,0.5025366,2017,0,24,10
1111,31,0,0,0.3,some_village,0.8148385,0.6080608,53,0,32,4
1112,15,0,0,1.0,some_village,0.17450058,0.23472452,1119,2,0,14
1113,61,0,0,0.3,some_village,0.92945176,0.8924558,1260,0,21,17
1114,36,1,0,0.2,some_village,0.12845975,0.5234266,2107,0,28,9
1115,52,0,1,0.5,some_village,0.6145339,0.7912513,1899,0,26,19
1116,64,1,0,0.3,some_village,0.84243524,0.62239426,598,0,8,10
1117,29,1,0,0.9,some_village,0.75372505,0.08020288,293,0,32,10
1118,13,0,0,0.0,some_village,0.5947485,0.7653135,2397,15,0,13
1119,97,0,0,0.3,some_village,0.8574796,0.48423958,83,0,11,6
1120,99,0,0,0.4,some_village,0.70134056,0.8451547,2304,0,3,5
1121,35,0,0,0.7,some_village,0.24309528,0.33033514,2085,0,48,19
1122,47,0,0,0.2,some_village,0.17134404,0.19354832,1750,0,8,2
1123,67,1,0,0.6,some_village,0.18491876,0.43840885,1605,0,42,17
1124,88,1,0,0.5,some_village,0.37705958,0.94798684,353,0,37,7
1125,80,0,0,0.3,some_village,0.57076156,0.8190923,2368,0,34,12
1126,7,0,0,0.1,some_village,0.38959628,0.79136807,697,23,0,5
1127,91,1,0,0.3,some_village,0.91041315,0.050723493,635,0,6,14
1128,39,0,0,0.3,some_village,0.43422323,0.91077846,540,0,49,15
1129,0,0,0,0.5,some_village,0.34592336,0.87988865,2299,28,0,18
1130,2,1,0,0.4,some_village,0.7932527,0.99528134,242,20,0,8
1131,9,0,0,0.9,some_village,0.39371216,0.81900185,1346,16,0,1
1132,83,0,0,0.7,some_village,0.10235137,0.21285498,731,0,1,3
1133,27,0,0,0.1,some_village,0.13037455,0.712482,502,0,20,15
1134,3,1,0,0.7,some_village,0.98838365,0.62669754,847,43,0,20
1135,41,0,0,0.4,some_village,0.73095155,0.08134639,2060,0,21,8
1136,4,0,0,0.7,some_village,0.4696846,0.31757975,940,19,0,6
1137,77,0,0,0.4,some_village,0.41122526,0.15546972,846,0,47,1
1138,9,0,0,0.0,some_village,0.73614347,0.7813859,622,38,0,9
1139,58,0,0,0.8,some_village,0.36425292,0.58765674,509,0,28,19
1140,16,1,0,0.1,some_village,0.66646254,0.38989758,1208,5,0,12
1141,55,0,0,0.9,some_village,0.8568088,0.606633,54,0,46,19
1142,7,1,0,0.0,some_village,0.07279885,0.09676552,1996,16,0,9
1143,50,1,0,0.7,some_village,0.7499697,0.9498952,464,0,35,7
1144,10,0,0,0.1,some_village,0.4058218,0.56614614,1878,14,0,4
1145,25,0,0,0.6,some_village,0.9764432,0.9642109,2416,0,18,1
1146,83,1,0,0.3,some_village,0.82811904,0.32186007,366,0,7,10
1147,82,0,0,0.2,some_village,0.77704185,0.099852264,78,0,5,18
1148,83,1,0,0.2,some_village,0.8429526,0.675728,160,0,23,18
1149,26,0,0,0.8,some_village,0.32788503,0.7483636,2068,0,34,10
1150,68,0,0,0.4,some_village,0.45116812,0.661256,268,0,18,6
1151,79,1,0,0.9,some_village,0.5109675,0.059611797,968,0,25,19
1152,24,0,0,0.3,some_village,0.03834635,0.05264318,495,8,0,5
1153,16,0,0,0.3,some_village,0.4416104,0.9161685,342,39,0,4
1154,8,1,0,0.5,some_village,0.17556113,0.013825178,798,47,0,1
1155,83,0,0,0.6,some_village,0.27821147,0.08254653,2288,0,33,1
1156,51,0,0,0.0,some_village,0.57551485,0.8270295,242,0,46,5
1157,34,0,0,0.0,some_village,0.8322485,0.6069346,2488,0,25,9
1158,52,0,0,0.8,some_village,0.26761687,0.09881127,1520,0,25,1
1159,94,1,0,0.5,some_village,0.108888865,0.9785261,684,0,48,15
1160,39,0,0,0.3,some_village,0.36598796,0.57639015,2114,0,19,9
1161,63,1,0,0.9,some_village,0.9653334,0.16812116,1200,0,34,6
1162,35,0,0,0.8,some_village,0.92687273,0.23801094,1451,0,50,15
1163,70,1,0,0.2,some_village,0.03726417,0.22235316,1664,0,7,8
1164,48,0,0,0.9,some_village,0.53184044,0.16171491,1937,0,7,4
1165,58,0,0,0.1,some_village,0.843297,0.20304579,1024,0,44,18
1166,99,0,0,0.2,some_village,0.4790845,0.92563045,1298,0,18,15
1167,20,0,0,0.2,some_village,0.2722125,0.48716408,1750,16,0,19
1168,28,0,0,0.3,some_village,0.47854465,0.90269023,158,0,3,2
1169,90,0,0,0.3,some_village,0.6647678,0.36886925,556,0,45,19
1170,93,0,0,0.1,some_village,0.7431576,0.65703243,2120,0,49,14
1171,1,0,0,0.9,some_village,0.83234876,0.3683434,1115,33,0,19
1172,70,0,0,0.6,some_village,0.32155102,0.23381478,2294,0,4,3
1173,59,1,0,0.6,some_village,0.06829876,0.49780786,572,0,23,2
1174,53,1,0,0.7,some_village,0.6077149,0.78626734,122,0,22,4
1175,94,0,0,0.6,some_village,0.89203805,0.25533235,314,0,5,6
1176,77,0,0,0.1,some_village,0.10510278,0.49421412,1295,0,40,5
1177,84,1,0,0.7,some_village,0.40307784,0.6616012,2321,0,42,1
1178,63,0,0,0.9,some_village,0.06414682,0.9701114,1825,0,13,7
1179,29,0,0,0.3,some_village,0.8398548,0.5241884,2167,0,7,12
1180,62,0,0,0.2,some_village,0.2506051,0.4728626,2159,0,9,17
1181,99,0,0,1.0,some_village,0.14178151,0.21395272,1024,0,6,20
1182,93,0,0,0.7,some_village,0.80529207,0.0014874339,1612,0,13,13
1183,95,0,0,0.5,some_village,0.07179052,0.5251649,780,0,16,8
1184,72,0,0,0.4,some_village,0.50716287,0.15962607,2396,0,9,17
1185,64,1,0,1.0,some_village,0.7902038,0.953545,1461,0,15,18
1186,55,0,0,0.7,some_village,0.015943527,0.21091759,1709,0,5,16
1187,76,0,0,1.0,some_village,0.16251826,0.13698846,958,0,12,12
1188,67,0,0,0.2,some_village,0.90475184,0.31638694,1576,0,29,9
1189,54,0,0,0.8,some_village,0.6079608,0.088911355,2236,0,28,11
1190,62,0,0,0.8,some_village,0.4748615,0.56923187,1594,0,4,8
1191,95,0,0,0.6,some_village,0.062793195,0.7421646,1811,0,39,12
1192,66,0,0,0.5,some_village,0.7014549,0.4215746,794,0,1,17
1193,58,1,0,0.7,some_village,0.04955548,0.10005051,893,0,12,3
1194,83,0,0,0.9,some_village,0.34030485,0.21797353,188,0,44,14
1195,11,0,0,0.3,some_village,0.22362077,0.27130914,1652,31,0,2
1196,37,0,0,1.0,some_village,0.89845943,0.7818116,1921,0,22,8
1197,57,0,0,0.3,some_village,0.7089921,0.22839022,2154,0,26,11
1198,93,1,0,1.0,some_village,0.80337894,0.74078345,785,0,12,14
1199,8,1,0,0.1,some_village,0.97796655,0.03010416,647,9,0,2
1200,16,0,0,0.4,some_village,0.6364955,0.7231331,298,33,0,17
1201,37,1,0,0.7,some_village,0.8301119,0.6133568,470,0,11,18
1202,31,0,0,0.0,some_village,0.14318675,0.9810133,1376,0,2,4
1203,28,1,0,0.8,some_village,0.33344984,0.35582727,396,0,41,18
1204,63,0,0,0.9,some_village,0.5526363,0.16371131,1669,0,40,20
1205,1,0,0,0.3,some_village,0.98862773,0.24996674,2303,44,0,11
1206,68,0,0,0.7,some_village,0.8490669,0.5308317,588,0,25,12
1207,39,0,0,0.9,some_village,0.08680618,0.45815754,1083,0,15,13
1208,69,0,0,0.4,some_village,0.90122455,0.043193698,2106,0,36,9
1209,34,0,0,0.2,some_village,0.5049767,0.6838596,663,0,16,4
1210,90,0,0,0.3,some_village,0.9431626,0.47168535,1192,0,16,9
1211,17,0,0,0.1,some_village,0.57198286,0.035474002,911,34,0,18
1212,37,0,0,0.0,some_village,0.7245114,0.5822302,2476,0,34,10
1213,27,0,0,0.1,some_village,0.3716758,0.110755384,873,0,46,11
1214,28,1,0,0.2,some_village,0.3185565,0.14685148,691,0,22,8
1215,43,1,0,0.4,some_village,0.9476532,0.52098304,766,0,22,1
1216,29,0,0,0.1,some_village,0.6944211,0.9098426,1967,0,18,19
1217,27,0,0,0.6,some_village,0.7434667,0.88935035,1836,0,1,10
1218,57,0,0,0.1,some_village,0.1142022,0.5381484,991,0,32,8
1219,82,0,0,0.0,some_village,0.16241586,0.96628934,398,0,33,3
1220,62,1,0,0.4,some_village,0.41090018,0.070268035,1121,0,40,4
1221,14,0,0,0.7,some_village,0.29370087,0.3467723,2189,27,0,19
1222,83,0,0,0.8,some_village,0.87818253,0.77824295,772,0,31,17
1223,24,0,0,0.3,some_village,0.1679874,0.26527,1361,28,0,1
1224,86,0,0,0.7,some_village,0.9339653,0.4611774,1667,0,29,8
1225,28,1,0,0.7,some_village,0.5454945,0.14138013,1319,0,48,15
1226,57,0,1,1.0,some_village,0.28659225,0.20612156,61,0,41,6
1227,34,1,0,0.5,some_village,0.6121789,0.451959,1719,0,3,12
1228,6,1,0,0.7,some_village,0.21240056,0.5410245,1891,6,0,18
1229,50,0,0,0.4,some_village,0.057133734,0.23495352,893,0,28,17
1230,94,0,0,0.8,some_village,0.5679403,0.050769866,548,0,13,13
1231,0,0,0,0.5,some_village,0.6199049,0.32047868,331,39,0,17
1232,89,0,1,0.7,some_village,0.59706783,0.8114918,1860,0,14,15
1233,28,0,0,0.9,some_village,0.19642574,0.9123486,249,0,43,6
1234,20,0,0,0.2,some_village,0.082621455,0.34959286,173,47,0,2
1235,93,0,0,0.6,some_village,0.124619484,0.96286255,1600,0,37,4
1236,8,1,0,0.3,some_village,0.7325168,0.2969342,914,23,0,8
1237,26,0,0,0.1,some_village,0.87632555,0.038853645,2190,0,49,14
1238,70,0,0,0.5,some_village,0.47622937,0.41760856,786,0,10,13
1239,89,1,0,0.5,some_village,0.46361178,0.65386754,1530,0,19,15
1240,44,0,0,0.8,some_village,0.5412196,0.48136473,1418,0,35,11
1241,92,0,0,0.5,some_village,0.59999424,0.22598821,1781,0,44,8
1242,83,1,0,0.7,some_village,0.95483065,0.9294494,295,0,5,19
1243,38,1,0,0.6,some_village,0.43159896,0.10428369,149,0,31,20
1244,29,0,1,0.8,some_village,0.6600192,0.32216883,1798,0,33,17
1245,82,0,0,0.1,some_village,0.01584977,0.20547074,274,0,49,20
1246,42,0,0,0.5,some_village,0.6837846,0.9068375,1569,0,15,20
1247,84,0,0,1.0,some_village,0.12905121,0.23724186,1559,0,1,17
1248,29,1,0,0.9,some_village,0.5272079,0.12657857,120,0,17,12
1249,41,1,0,0.4,some_village,0.5897448,0.3781361,2223,0,33,19
1250,28,0,0,0.1,some_village,0.03824979,0.94823647,606,0,12,1
1251,21,1,0,0.6,some_village,0.71193224,0.32776934,2249,2,0,14
1252,85,0,0,0.3,some_village,0.55107886,0.8675998,1395,0,31,9
1253,97,0,0,0.7,some_village,0.25074607,0.7710565,1834,0,25,8
1254,86,1,0,0.8,some_village,0.6601248,0.7206907,358,0,16,10
1255,79,0,0,0.6,some_village,0.4928975,0.12181896,1882,0,21,9
1256,77,0,0,0.7,some_village,0.95849454,0.3973322,1734,0,43,1
1257,17,0,0,0.1,some_village,0.96002024,0.78899527,1918,14,0,4
1258,61,0,0,0.9,some_village,0.116935074,0.8802842,2429,0,33,19
1259,37,0,0,0.3,some_village,0.09980285,0.8383586,1521,0,32,9
1260,64,1,0,0.5,some_village,0.4240954,0.5789679,314,0,44,3
1261,31,0,0,0.2,some_village,0.09008497,0.6217082,1337,0,31,5
1262,72,0,0,0.6,some_village,0.7282827,0.3981048,110,0,7,9
1263,35,1,0,0.2,some_village,0.13783866,0.015770316,285,0,6,15
1264,70,0,0,0.7,some_village,0.55104876,0.9928067,2095,0,37,19
1265,2,0,0,0.1,some_village,0.68122154,0.012931168,517,29,0,9
1266,50,0,0,0.5,some_village,0.1645925,0.7299912,49,0,27,13
1267,27,1,0,0.2,some_village,0.102448285,0.82301366,2006,0,45,7
1268,90,1,0,0.1,some_village,0.39557034,0.4554543,725,0,36,11
1269,94,0,0,0.5,some_village,0.49565995,0.9984365,733,0,2,18
1270,38,0,0,0.8,some_village,0.07848942,0.9443887,979,0,35,18
1271,45,0,0,0.8,some_village,0.25271076,0.14046109,1164,0,33,6
1272,72,0,0,0.9,some_village,0.78874105,0.45401192,2403,0,43,4
1273,0,1,0,0.8,some_village,0.011369884,0.85663617,1524,38,0,10
1274,62,0,0,0.5,some_village,0.17007226,0.5170075,957,0,6,18
1275,76,1,0,0.3,some_village,0.38503563,0.8770832,2262,0,41,1
1276,96,0,0,1.0,some_village,0.8688676,0.63444734,991,0,28,12
1277,33,0,0,0.0,some_village,0.3332287,0.44308406,2328,0,15,15
1278,5,0,0,0.9,some_village,0.53864866,0.8241211,2303,11,0,16
1279,99,0,0,0.6,some_village,0.9149842,0.9812395,2375,0,35,17
1280,94,1,0,0.5,some_village,0.8815166,0.5180285,2078,0,49,3
1281,66,0,0,0.6,some_village,0.8959803,0.64363086,939,0,44,2
1282,50,1,0,0.4,some_village,0.34314513,0.6404004,1099,0,44,18
1283,34,0,0,0.6,some_village,0.7811903,0.46292537,2147,0,25,8
1284,93,0,0,0.7,some_village,0.43599188,0.6002052,970,0,42,13
1285,99,0,0,0.2,some_village,0.9537523,0.17000204,2296,0,34,7
1286,75,1,0,0.1,some_village,0.17915332,0.48247904,799,0,23,19
1287,27,0,0,0.4,some_village,0.38711858,0.35746056,445,0,16,17
1288,5,1,0,0.3,some_village,0.79312396,0.14483279,1582,43,0,17
1289,25,0,0,0.9,some_village,0.964236,0.32063878,1989,0,20,2
1290,83,1,0,0.6,some_village,0.4814067,0.56232977,949,0,32,9
1291,70,0,0,0.8,some_village,0.40246642,0.370291,1445,0,13,2
1292,78,1,0,0.2,some_village,0.35024703,0.20974433,1383,0,35,7
1293,15,0,0,0.7,some_village,0.5030979,0.6920935,1041,47,0,6
1294,33,0,0,0.9,some_village,0.9592588,0.17028248,104,0,50,14
1295,50,1,0,0.1,some_village,0.7066369,0.13021511,1546,0,30,4
1296,71,0,0,0.9,some_village,0.25469398,0.8882986,796,0,50,18
1297,43,0,0,1.0,some_village,0.20159972,0.8131893,2398,0,31,20
1298,75,1,0,0.6,some_village,0.7893686,0.2553376,629,0,10,17
1299,82,0,0,0.2,some_village,0.42734516,0.44366974,143,0,29,13
1300,3,0,0,0.7,some_village,0.19290155,0.98844373,46,11,0,8
1301,34,0,0,0.1,some_village,0.18066621,0.5449622,1790,0,50,8
1302,80,1,0,0.2,some_village,0.9869947,0.9521126,1368,0,10,8
1303,9,0,0,0.7,some_village,0.6786142,0.39470392,2453,27,0,3
1304,48,0,0,0.8,some_village,0.20142156,0.5753188,219,0,18,7
1305,48,1,0,0.4,some_village,0.1050452,0.61082464,1980,0,15,17
1306,99,0,0,0.3,some_village,0.6728125,0.11891067,2026,0,5,14
1307,15,0,0,0.0,some_village,0.92097753,0.40000606,2342,33,0,6
1308,16,1,0,0.8,some_village,0.7937661,0.8369118,1300,23,0,17
1309,98,0,0,0.8,some_village,0.646607,0.03386551,106,0,48,3
1310,95,0,0,0.5,some_village,0.5388844,0.9914653,1525,0,26,18
1311,3,0,0,0.8,some_village,0.99550945,0.58264565,921,48,0,1
1312,15,0,0,0.6,some_village,0.7935637,0.23310518,854,1,0,9
1313,75,0,0,0.0,some_village,0.577357,0.11162478,1824,0,10,19
1314,93,1,0,0.7,some_village,0.6862962,0.5969587,2417,0,14,12
1315,27,0,0,0.6,some_village,0.75577456,0.66573274,2127,0,12,10
1316,97,0,0,0.4,some_village,0.58725417,0.70672214,1827,0,40,8
1317,4,1,0,0.2,some_village,0.51611954,0.5053176,2267,4,0,12
1318,6,0,0,0.7,some_village,0.32058477,0.69818074,2051,10,0,9
1319,28,1,0,0.9,some_village,0.18237633,0.16355777,307,0,8,16
1320,73,0,0,0.2,some_village,0.31454164,0.5731298,2032,0,3,12
1321,29,0,0,0.1,some_village,0.033322036,0.77768415,2093,0,40,14
1322,3,1,0,0.5,some_village,0.4264828,0.176602,548,17,0,15
1323,24,0,0,0.1,some_village,0.55490094,0.8342452,8,48,0,19
1324,15,0,0,0.6,some_village,0.5049009,0.36487627,1482,20,0,13
1325,70,1,0,0.2,some_village,0.24162626,0.41688043,797,0,18,5
1326,67,0,0,0.1,some_village,0.6964092,0.5400997,2078,0,13,3
1327,14,0,0,1.0,some_village,0.6888868,0.17066872,573,24,0,10
1328,92,0,0,0.6,some_village,0.19375241,0.38663203,1459,0,10,19
1329,95,1,0,0.3,some_village,0.18044633,0.3409704,2351,0,50,2
1330,93,0,0,0.5,some_village,0.35082316,0.10698974,744,0,32,17
1331,78,0,0,0.1,some_village,0.6554148,0.08706617,2435,0,6,6
1332,85,0,0,0.8,some_village,0.9847977,0.9301608,1316,0,35,20
1333,73,0,0,0.0,some_village,0.27803332,0.21099621,2339,0,38,19
1334,8,0,0,0.5,some_village,0.2686571,0.63544303,141,33,0,19
1335,31,1,0,0.9,some_village,0.33871382,0.8071756,708,0,30,12
1336,60,0,0,0.6,some_village,0.9402827,0.6966253,112,0,23,13
1337,35,0,0,0.2,some_village,0.34507936,0.0015792251,1304,0,35,6
1338,26,1,0,0.8,some_village,0.008964837,0.06716484,632,0,5,6
1339,36,0,0,0.8,some_village,0.72626746,0.29448062,1720,0,9,14
1340,20,0,0,0.0,some_village,0.7125072,0.46668017,1552,41,0,8
1341,98,0,0,0.3,some_village,0.5964656,0.7939868,1414,0,26,17
1342,87,0,0,0.9,some_village,0.016181827,0.8552664,1551,0,10,15
1343,92,0,0,0.3,some_village,0.69634914,0.79122025,366,0,41,8
1344,16,1,0,0.5,some_village,0.82911986,0.3569702,2043,11,0,18
1345,62,1,0,0.9,some_village,0.73613006,0.527405,1562,0,2,1
1346,15,0,0,0.8,some_village,0.0386948,0.2358123,2098,6,0,7
1347,98,1,0,0.6,some_village,0.05645275,0.50753725,1646,0,8,19
1348,36,0,0,0.8,some_village,0.1655441,0.25887203,1882,0,23,17
1349,56,0,0,0.2,some_village,0.9548056,0.72161806,258,0,20,10
1350,15,0,0,0.1,some_village,0.07433677,0.60794604,1744,35,0,4
1351,90,0,0,0.7,some_village,0.82212406,0.115623,571,0,37,19
1352,61,0,0,0.7,some_village,0.52419984,0.0058211684,1692,0,4,13
1353,63,0,0,0.6,some_village,0.9778308,0.40749335,1362,0,47,12
1354,61,0,0,0.6,some_village,0.44453514,0.12841612,1499,0,20,1
1355,55,1,0,0.9,some_village,0.198969,0.9416113,2162,0,7,11
1356,89,0,0,0.3,some_village,0.6731515,0.13575786,86,0,4,2
1357,40,1,0,0.8,some_village,0.9812075,0.47435933,1267,0,13,14
1358,60,1,0,0.9,some_village,0.18062139,0.65012777,1791,0,26,17
1359,75,0,0,0.8,some_village,0.929516,0.7040623,871,0,34,11
1360,33,0,0,0.6,some_village,0.04275638,0.18589216,1599,0,40,15
1361,10,1,0,0.1,some_village,0.23705316,0.94633114,1440,26,0,17
1362,54,0,0,0.1,some_village,0.68801934,0.40576398,139,0,49,10
1363,31,0,0,0.2,some_village,0.41168064,0.20779884,2241,0,22,15
1364,67,0,0,0.6,some_village,0.20530379,0.40421534,1759,0,9,11
1365,79,0,0,0.4,some_village,0.46562505,0.30263114,1608,0,32,16
1366,67,0,0,0.8,some_village,0.09328914,0.28546166,65,0,1,6
1367,41,0,0,0.7,some_village,0.4974934,0.8378736,2178,0,40,9
1368,80,0,0,0.8,some_village,0.87152725,0.5707587,1926,0,28,18
1369,69,0,0,1.0,some_village,0.2511044,0.4760186,1629,0,50,5
1370,12,0,0,0.4,some_village,0.45512116,0.6701842,1772,16,0,15
1371,97,0,0,0.3,some_village,0.9166212,0.21053839,853,0,47,14
1372,0,1,0,0.1,some_village,0.5105055,0.45569825,1529,8,0,14
1373,22,1,0,0.4,some_village,0.80438834,0.9952829,1957,35,0,17
1374,16,1,0,0.1,some_village,0.46919173,0.33998185,640,7,0,6
1375,86,1,0,0.9,some_village,0.13652062,0.60502166,1885,0,34,3
1376,9,1,0,0.1,some_village,0.91902363,0.030437112,274,23,0,9
