Agent_ID,Age,PublicTransport_Jobs,essential_worker,Adherence_to_Intervention,VillTownName,H_Lat,H_Lon,HHID,school_id,WorkPlaceID
2009,42,0,0,0.4,some_village,0.18663347,0.6905811,1727,0,41
2010,16,1,0,0.7,some_village,0.90029514,0.11649662,2414,2,0
2011,77,1,0,0.7,some_village,0.06562114,0.37188667,1800,0,11
2012,30,1,0,0.9,some_village,0.43183196,0.70121866,143,0,44
2013,27,1,0,0.7,some_village,0.20207626,0.79038596,129,2,0
2014,43,1,0,0.6,some_village,0.33647728,0.24987298,1891,0,13
2015,77,1,0,0.3,some_village,0.88133645,0.5293698,373,0,7
2016,64,0,0,0.7,some_village,0.06784201,0.7855048,283,0,9
2017,32,1,0,1.0,some_village,0.24541199,0.72939986,1188,0,8
2018,61,0,1,0.2,some_village,0.39627755,0.4574893,1551,0,9
2019,41,1,1,0.6,some_village,0.8748977,0.6224776,2499,0,1
2020,62,0,0,0.6,some_village,0.92399377,0.38623798,2284,0,45
2021,8,0,0,0.5,some_village,0.9243906,0.45326436,1925,7,0
2022,35,1,0,0.9,some_village,0.9326031,0.18817437,2098,0,27
2023,63,0,0,0.8,some_village,0.5463012,0.40396863,778,0,15
2024,75,1,1,0.5,some_village,0.41466326,0.0802117,940,0,49
2025,45,0,0,0.6,some_village,0.6500391,0.23397297,2125,0,27
2026,16,0,0,0.9,some_village,0.023040235,0.79485345,68,1,0
2027,26,1,0,0.9,some_village,0.77974343,0.07945669,2218,3,0
2028,24,0,0,0.5,some_village,0.7911961,0.47740495,1962,2,0
2029,37,0,0,0.7,some_village,0.1095438,0.32375538,561,0,15
2030,77,1,0,0.5,some_village,0.31924927,0.5349239,1773,0,48
2031,59,1,0,0.9,some_village,0.7833025,0.996793,704,0,44
2032,68,0,0,0.6,some_village,0.12368977,0.2815324,117,0,50
2033,34,0,0,0.7,some_village,0.2643261,0.7530209,226,0,42
2034,30,0,0,0.9,some_village,0.89553493,0.11073434,535,0,3
2035,20,0,0,0.5,some_village,0.16680306,0.7704895,1543,7,0
2036,68,0,0,0.7,some_village,0.470334,0.10869366,1769,0,17
2037,59,0,0,0.9,some_village,0.49632722,0.59080833,685,0,24
2038,73,0,0,0.7,some_village,0.70429194,0.01663363,240,0,17
2039,55,1,0,0.8,some_village,0.8403948,0.7688336,786,0,47
2040,62,0,0,1.0,some_village,0.3733611,0.57289016,1203,0,49
2041,75,0,0,0.6,some_village,0.87962574,0.32835925,2194,0,45
2042,39,1,0,0.7,some_village,0.34724754,0.6102126,337,0,4
2043,37,0,0,0.9,some_village,0.44720167,0.56112325,436,0,34
2044,42,0,0,0.6,some_village,0.18101466,0.6738689,445,0,4
2045,48,0,1,0.7,some_village,0.95531225,0.39760065,1684,0,28
2046,44,0,1,0.7,some_village,0.056696415,0.5925429,1313,0,47
2047,27,0,0,0.6,some_village,0.15694422,0.5749984,18,6,0
2048,14,0,0,0.6,some_village,0.08063525,0.92471313,1874,3,0
2049,56,1,0,0.5,some_village,0.4808818,0.09592193,1973,0,4
2050,9,0,0,0.5,some_village,0.82411844,0.7008065,2353,1,0
2051,47,0,0,1.0,some_village,0.7678423,0.33784539,424,0,31
2052,14,0,0,0.8,some_village,0.13694072,0.2630602,143,6,0
2053,6,1,0,0.6,some_village,0.30649042,0.46865642,2052,6,0
2054,79,0,0,0.9,some_village,0.9969221,0.86026573,1029,0,7
2055,25,0,0,0.3,some_village,0.1831609,0.3334478,1403,10,0
2056,35,1,0,0.5,some_village,0.5144992,0.71494436,1505,0,46
2057,66,0,1,1.0,some_village,0.15378594,0.30718303,1528,0,46
2058,70,1,0,0.3,some_village,0.53345495,0.45689297,1274,0,9
2059,16,0,0,0.9,some_village,0.98725003,0.25630456,508,9,0
2060,30,0,1,0.6,some_village,0.23192972,0.18217361,901,0,48
2061,12,0,0,1.0,some_village,0.4495709,0.5928639,327,5,0
2062,34,0,0,0.6,some_village,0.076122224,0.7031129,1671,0,3
2063,44,1,0,0.9,some_village,0.2491129,0.5198296,2367,0,27
2064,43,0,0,0.8,some_village,0.20125234,0.68826985,1327,0,10
2065,56,1,0,0.9,some_village,0.9839842,0.6654468,364,0,4
2066,45,1,0,0.7,some_village,0.9350262,0.8389026,923,0,20
2067,55,0,0,0.9,some_village,0.44550258,0.029038012,1731,0,3
2068,13,0,0,0.7,some_village,0.28639185,0.41628867,1004,4,0
2069,24,0,0,1.0,some_village,0.3224507,0.17009652,134,9,0
2070,76,0,0,0.8,some_village,0.99004227,0.7828259,2400,0,46
2071,53,0,1,0.6,some_village,0.6268082,0.11418563,1297,0,48
2072,66,0,1,0.8,some_village,0.12079996,0.33407503,1019,0,1
2073,57,0,0,0.7,some_village,0.06377363,0.477359,1059,0,15
2074,49,0,0,0.5,some_village,0.784499,0.31858873,1186,0,44
2075,46,0,1,0.5,some_village,0.9299359,0.16889983,1968,0,23
2076,37,0,0,0.6,some_village,0.84845954,0.47268164,597,0,3
2077,6,0,0,0.9,some_village,0.8065055,0.906948,1334,7,0
2078,67,0,0,0.6,some_village,0.2230618,0.6275372,1519,0,13
2079,72,0,1,0.8,some_village,0.5146663,0.6380188,2404,0,31
2080,15,0,0,0.6,some_village,0.91551226,0.21961999,2481,9,0
2081,52,1,0,0.0,some_village,0.044151366,0.95019174,257,0,23
2082,79,1,0,0.7,some_village,0.9793578,0.3732471,1411,0,34
2083,77,0,0,0.6,some_village,0.98730326,0.051096916,2283,0,26
2084,32,1,0,0.4,some_village,0.45453328,0.6990211,1134,0,13
2085,25,1,0,0.9,some_village,0.6159214,0.714693,1086,4,0
2086,27,0,0,0.6,some_village,0.9471687,0.6679582,108,10,0
2087,73,0,1,0.6,some_village,0.81090295,0.05424249,2246,0,24
2088,13,0,0,0.9,some_village,0.4732232,0.98453486,765,10,0
2089,10,1,0,0.5,some_village,0.43817574,0.7884519,1004,6,0
2090,58,0,1,0.7,some_village,0.3295424,0.47397494,2255,0,12
2091,66,0,0,0.6,some_village,0.9938512,0.89867324,367,0,49
2092,8,1,0,1.0,some_village,0.6599462,0.46778953,703,1,0
2093,75,0,1,0.9,some_village,0.5381419,0.95119584,1358,0,47
2094,23,0,0,0.3,some_village,0.20209241,0.24984515,1143,5,0
2095,70,0,1,0.9,some_village,0.83712834,0.8955791,441,0,12
2096,53,0,0,0.6,some_village,0.62100697,0.978472,1840,0,30
2097,61,0,0,0.7,some_village,0.11648327,0.4473881,1316,0,23
2098,61,1,0,0.9,some_village,0.23726511,0.93155056,2272,0,48
2099,38,1,1,0.6,some_village,0.3257931,0.15251905,2117,0,35
2100,50,0,0,0.6,some_village,0.52836895,0.404921,1107,0,15
2101,45,0,0,0.7,some_village,0.5880249,0.90052223,430,0,13
2102,51,0,0,0.6,some_village,0.4577523,0.032918274,532,0,12
2103,59,0,0,0.6,some_village,0.20018417,0.039074004,2020,0,7
2104,40,0,0,0.1,some_village,0.4845543,0.10913217,471,0,21
2105,66,0,0,0.7,some_village,0.6177288,0.72736025,1351,0,20
2106,14,1,0,0.8,some_village,0.12347895,0.08504075,125,4,0
2107,56,0,0,0.8,some_village,0.50451064,0.9295119,1507,0,36
2108,30,0,0,0.6,some_village,0.3098846,0.8305727,2307,0,3
2109,69,1,0,0.6,some_village,0.3576547,0.51776814,1167,0,24
2110,21,1,0,0.7,some_village,0.071104705,0.80122083,682,8,0
2111,56,1,1,0.1,some_village,0.13517869,0.92543876,131,0,47
2112,55,1,0,0.9,some_village,0.32693452,0.9838343,2449,0,9
2113,31,1,0,0.7,some_village,0.49606067,0.104943514,1741,0,13
2114,46,0,0,0.8,some_village,0.38420856,0.49947858,1332,0,20
2115,54,0,0,0.3,some_village,0.620439,0.75078255,2046,0,23
2116,75,1,1,0.6,some_village,0.18709815,0.016368091,1564,0,11
2117,34,0,0,0.6,some_village,0.08149499,0.12799752,64,0,27
2118,34,1,0,0.8,some_village,0.66535485,0.637332,254,0,40
2119,63,1,0,0.5,some_village,0.24187326,0.56999797,1118,0,20
2120,39,0,0,0.8,some_village,0.72929883,0.022987962,1358,0,36
2121,8,1,0,1.0,some_village,0.20831889,0.16693228,1581,9,0
2122,46,0,0,0.3,some_village,0.19101524,0.08347589,1309,0,29
2123,70,0,0,0.6,some_village,0.63437045,0.8349513,17,0,18
2124,57,0,0,1.0,some_village,0.93099314,0.34808236,194,0,14
2125,30,0,0,1.0,some_village,0.6798296,0.003078878,2206,0,25
2126,58,0,0,0.6,some_village,0.3931734,0.61884373,1854,0,1
2127,61,0,0,0.6,some_village,0.32112992,0.76963556,381,0,9
2128,67,0,0,0.8,some_village,0.87257135,0.19481581,2308,0,9
2129,63,1,0,0.5,some_village,0.05790466,0.7088135,1621,0,23
2130,64,1,0,0.6,some_village,0.35651565,0.07020128,281,0,4
2131,70,0,1,0.9,some_village,0.42054075,0.72678363,1007,0,9
2132,9,1,0,0.5,some_village,0.91771245,0.9204678,1904,6,0
2133,12,1,0,0.7,some_village,0.89939517,0.7113742,1440,4,0
2134,27,0,0,0.4,some_village,0.46198153,0.19134009,2468,7,0
2135,32,0,0,0.9,some_village,0.96915287,0.3929696,1943,0,17
2136,47,0,0,0.8,some_village,0.9888742,0.996507,250,0,6
2137,36,0,0,0.8,some_village,0.756014,0.91998374,993,0,19
2138,56,0,0,0.7,some_village,0.9837706,0.78656024,2310,0,19
2139,76,0,1,0.6,some_village,0.3183084,0.5893804,2331,0,31
2140,66,0,0,0.7,some_village,0.99133146,0.2690668,759,0,3
2141,62,0,0,0.9,some_village,0.18405366,0.59268135,2219,0,41
2142,33,0,0,0.6,some_village,0.851375,0.87629473,293,0,24
2143,61,0,0,0.4,some_village,0.2716747,0.90288204,721,0,37
2144,25,0,0,0.1,some_village,0.98326194,0.8424513,41,8,0
2145,27,0,0,0.4,some_village,0.29989272,0.1676926,1249,3,0
2146,79,0,1,0.8,some_village,0.6339915,0.24893612,275,0,26
2147,67,1,0,0.6,some_village,0.3896221,0.6471152,2003,0,36
2148,77,0,1,0.8,some_village,0.8616455,0.32454246,1857,0,29
2149,58,0,1,1.0,some_village,0.44899154,0.87746245,2307,0,3
2150,40,0,0,0.7,some_village,0.75053644,0.27372485,56,0,1
2151,67,1,0,1.0,some_village,0.5059672,0.2736227,1223,0,25
2152,20,0,0,0.6,some_village,0.77647734,0.4802112,1193,6,0
2153,78,1,0,0.9,some_village,0.75177914,0.76142114,2342,0,27
2154,11,0,0,0.5,some_village,0.08663517,0.5000556,1783,9,0
2155,58,1,0,0.8,some_village,0.26923817,0.52920026,904,0,1
2156,16,0,0,0.6,some_village,0.87571293,0.9430458,2221,4,0
2157,41,0,0,0.6,some_village,0.7438538,0.74268806,1607,0,32
2158,56,0,1,0.4,some_village,0.7948082,0.7254808,1163,0,43
2159,6,0,0,0.4,some_village,0.77277094,0.50640774,2428,7,0
2160,63,0,0,0.8,some_village,0.12540579,0.72754616,2155,0,50
2161,37,1,1,0.6,some_village,0.235533,0.93115664,1749,0,43
2162,30,0,0,0.6,some_village,0.85273093,0.96103984,236,0,47
2163,38,0,1,0.9,some_village,0.39563984,0.4748587,347,0,29
2164,10,0,0,0.8,some_village,0.47121686,0.7098074,219,3,0
2165,75,0,0,0.6,some_village,0.098528385,0.26357555,212,0,36
2166,53,0,1,0.2,some_village,0.68005383,0.13883358,1395,0,37
2167,13,1,0,0.8,some_village,0.3408901,0.88333106,692,10,0
2168,19,0,0,1.0,some_village,0.69869614,0.1885137,1366,6,0
2169,77,1,1,0.6,some_village,0.7835381,0.124593556,2171,0,32
2170,6,0,0,0.6,some_village,0.27538484,0.19629622,1905,7,0
2171,40,0,0,0.1,some_village,0.9673112,0.26249957,1027,0,39
2172,22,0,0,0.8,some_village,0.5552697,0.45678008,1318,2,0
2173,11,0,0,0.5,some_village,0.67714494,0.38736278,1766,3,0
2174,58,1,0,0.8,some_village,0.26781136,0.70600146,2262,0,24
2175,28,0,0,0.7,some_village,0.83991486,0.5179543,2449,9,0
2176,20,0,0,0.6,some_village,0.09662199,0.7934111,1167,3,0
2177,27,0,0,1.0,some_village,0.6307443,0.18778199,1328,5,0
2178,16,0,0,0.9,some_village,0.30433917,0.17422932,2054,8,0
2179,73,0,0,0.9,some_village,0.8680709,0.07422876,1792,0,47
2180,17,0,0,0.7,some_village,0.34902126,0.6591363,2313,5,0
2181,9,0,0,0.6,some_village,0.31126004,0.7088283,5,1,0
2182,32,0,1,0.9,some_village,0.57957315,0.8058074,749,0,26
2183,75,1,0,1.0,some_village,0.74244946,0.3797719,2406,0,15
2184,32,0,0,0.9,some_village,0.05447668,0.055551946,1290,0,26
2185,48,0,1,0.6,some_village,0.16039187,0.4362898,2256,0,9
2186,39,0,1,0.3,some_village,0.7730206,0.082721114,2128,0,19
2187,12,1,0,0.8,some_village,0.9354369,0.31233126,2445,10,0
2188,28,1,0,1.0,some_village,0.1809752,0.23558933,1773,5,0
2189,54,1,1,0.8,some_village,0.37904888,0.42327297,1457,0,14
2190,46,0,0,0.6,some_village,0.15093273,0.58037865,1875,0,3
2191,79,1,0,0.5,some_village,0.49004287,0.40792143,617,0,37
2192,50,0,1,0.6,some_village,0.3478214,0.3766721,2220,0,28
2193,67,1,0,0.8,some_village,0.8564246,0.76740575,793,0,34
2194,13,1,0,0.7,some_village,0.68088776,0.57986015,84,4,0
2195,24,0,0,0.5,some_village,0.362727,0.40092963,2430,3,0
2196,52,0,0,0.9,some_village,0.60297203,0.9212624,1554,0,43
2197,57,0,1,1.0,some_village,0.790178,0.368267,975,0,5
2198,49,0,0,0.8,some_village,0.8921845,0.68583876,825,0,9
2199,66,0,0,0.9,some_village,0.053073347,0.4353748,1785,0,44
2200,49,0,0,0.3,some_village,0.28810322,0.068475306,1101,0,5
2201,20,1,0,0.9,some_village,0.5453161,0.7160332,1890,6,0
2202,30,1,0,0.8,some_village,0.54997396,0.74322265,654,0,33
2203,7,0,0,0.8,some_village,0.4188661,0.060549855,522,8,0
2204,14,1,0,0.5,some_village,0.26656377,0.4024632,927,2,0
2205,37,1,1,1.0,some_village,0.7540346,0.09874523,221,0,36
2206,48,0,0,0.6,some_village,0.6697847,0.63504326,274,0,17
2207,71,0,0,1.0,some_village,0.27349573,0.19579667,1248,0,11
2208,5,1,0,0.6,some_village,0.015187025,0.013965428,333,8,0
2209,59,0,1,0.6,some_village,0.3197084,0.51784366,544,0,9
2210,28,0,0,0.8,some_village,0.98008126,0.22017097,620,3,0
2211,7,0,0,0.8,some_village,0.9916992,0.30848038,318,1,0
2212,8,0,0,0.1,some_village,0.73403215,0.4969567,1713,10,0
2213,45,0,0,0.3,some_village,0.8462166,0.90067077,1536,0,28
2214,24,1,0,0.5,some_village,0.21810871,0.93754214,1491,7,0
2215,42,0,0,0.8,some_village,0.20186621,0.50353324,1778,0,47
2216,5,1,0,0.7,some_village,0.18106484,0.907508,1193,5,0
2217,77,1,0,0.8,some_village,0.72220796,0.89474964,1691,0,42
2218,35,0,0,0.7,some_village,0.24066103,0.93706983,2086,0,17
2219,77,0,0,0.9,some_village,0.40921187,0.80270034,352,0,45
2220,71,1,0,0.7,some_village,0.50665766,0.09543002,1588,0,18
2221,79,0,0,0.7,some_village,0.45396042,0.102799475,917,0,39
2222,61,1,0,0.7,some_village,0.58683014,0.5609728,2293,0,27
2223,66,0,1,0.9,some_village,0.11886901,0.6335574,2036,0,9
2224,77,1,0,0.7,some_village,0.77382153,0.06277621,32,0,14
2225,55,0,1,0.9,some_village,0.12114161,0.018780649,2432,0,43
2226,26,1,0,0.8,some_village,0.0091763735,0.34155637,373,9,0
2227,38,0,0,0.3,some_village,0.81784356,0.43449092,100,0,5
2228,30,0,0,1.0,some_village,0.7320853,0.9226868,2239,0,26
2229,31,0,0,0.7,some_village,0.012020588,0.26321834,2383,0,11
2230,20,0,0,0.7,some_village,0.4167595,0.37912673,1207,9,0
2231,71,0,1,0.9,some_village,0.23031902,0.38738126,1090,0,16
2232,74,1,0,0.6,some_village,0.7344018,0.8613394,2328,0,26
2233,57,0,1,0.5,some_village,0.18049753,0.7662855,777,0,47
2234,36,1,1,0.9,some_village,0.32744068,0.23966998,2070,0,10
2235,29,1,0,0.6,some_village,0.7852528,0.56787676,1542,8,0
2236,41,0,0,0.6,some_village,0.6926399,0.16094398,827,0,50
2237,69,0,0,0.8,some_village,0.8508822,0.5630723,730,0,27
2238,78,0,0,0.7,some_village,0.44020367,0.4560576,1107,0,26
2239,60,1,1,0.8,some_village,0.011030734,0.7687484,1420,0,36
2240,30,1,0,0.9,some_village,0.49578023,0.5722301,144,0,39
2241,12,1,0,0.8,some_village,0.8901569,0.44998854,1062,5,0
2242,33,1,0,0.9,some_village,0.6066478,0.1873743,1989,0,8
2243,38,0,0,0.7,some_village,0.38597608,0.20206338,653,0,43
2244,56,1,1,0.7,some_village,0.38260084,0.9941991,1148,0,25
2245,23,1,0,0.8,some_village,0.11313307,0.27668792,1471,9,0
2246,32,0,0,0.6,some_village,0.4550249,0.58274436,402,0,40
2247,46,0,1,0.7,some_village,0.92584395,0.118702054,1904,0,10
2248,67,0,0,0.5,some_village,0.38826883,0.7744965,1145,0,45
2249,69,1,0,0.9,some_village,0.22019958,0.7367237,1234,0,46
2250,78,1,1,0.9,some_village,0.61455363,0.76904786,1288,0,50
2251,14,0,0,0.6,some_village,0.94291735,0.3568753,2005,9,0
2252,57,0,0,0.7,some_village,0.9779854,0.9473454,944,0,47
2253,34,0,1,0.8,some_village,0.19149327,0.5624197,1501,0,7
2254,9,1,0,0.6,some_village,0.9502661,0.8734258,654,5,0
2255,75,1,0,0.3,some_village,0.76910496,0.54264814,778,0,19
2256,62,0,0,0.5,some_village,0.46870875,0.31813145,1751,0,50
2257,5,0,0,0.8,some_village,0.2999727,0.24367368,1284,5,0
2258,64,1,1,0.7,some_village,0.39569324,0.9446614,1591,0,21
2259,27,1,0,0.5,some_village,0.4360907,0.21127146,737,1,0
2260,37,0,0,0.7,some_village,0.21718073,0.7639325,186,0,24
2261,18,0,0,1.0,some_village,0.6574974,0.4773863,142,10,0
2262,33,0,0,0.7,some_village,0.72511756,0.9847594,1433,0,1
2263,21,1,0,0.8,some_village,0.56304914,0.8477839,2278,7,0
2264,64,1,0,0.5,some_village,0.52813566,0.6760079,827,0,49
2265,57,0,0,0.7,some_village,0.7705526,0.12913245,154,0,15
2266,78,1,1,0.9,some_village,0.07181108,0.25350565,1119,0,25
2267,72,1,1,0.9,some_village,0.961609,0.6204278,2477,0,44
2268,75,1,0,0.9,some_village,0.8350515,0.079690754,2332,0,19
2269,16,0,0,0.6,some_village,0.30251217,0.76284754,2311,2,0
2270,35,1,0,1.0,some_village,0.39735764,0.07120788,1681,0,16
2271,71,0,0,1.0,some_village,0.47082978,0.7591729,1400,0,35
2272,23,0,0,0.6,some_village,0.67158365,0.8538542,1900,5,0
2273,52,0,1,0.8,some_village,0.49825078,0.86423075,325,0,34
2274,43,1,1,0.3,some_village,0.99950385,0.17700803,221,0,22
2275,51,1,1,0.8,some_village,0.52082026,0.17587572,1465,0,39
2276,32,1,0,0.9,some_village,0.33152288,0.057046115,86,0,4
2277,6,0,0,0.6,some_village,0.7429149,0.74087,38,3,0
2278,9,1,0,0.3,some_village,0.48771667,0.74257946,2067,3,0
2279,65,0,0,0.6,some_village,0.086918235,0.73545563,251,0,36
2280,51,1,0,0.7,some_village,0.19825542,0.78351927,1299,0,40
2281,32,0,0,0.7,some_village,0.7069205,0.47863132,2090,0,25
2282,70,0,0,0.5,some_village,0.110780776,0.83033884,1289,0,23
2283,52,0,1,0.9,some_village,0.9233185,0.7926589,616,0,49
2284,64,0,0,0.9,some_village,0.53026074,0.2914704,1193,0,37
2285,19,0,0,0.8,some_village,0.7970828,0.46552044,1671,1,0
2286,66,0,0,0.6,some_village,0.04085678,0.96344995,2162,0,3
2287,25,1,0,0.8,some_village,0.85158896,0.41171378,2338,2,0
2288,77,0,1,0.9,some_village,0.8670459,0.8823019,593,0,18
2289,48,0,0,1.0,some_village,0.42330194,0.47093028,1770,0,34
2290,38,0,0,0.6,some_village,0.42356628,0.20802861,2417,0,21
2291,64,1,0,0.9,some_village,0.05782473,0.7127545,1657,0,25
2292,16,0,0,0.9,some_village,0.24551058,0.31874126,577,5,0
2293,48,0,0,0.6,some_village,0.31987095,0.25346357,722,0,28
2294,51,0,0,0.6,some_village,0.11931503,0.318205,1046,0,27
2295,33,0,0,0.8,some_village,0.695144,0.7224978,2289,0,9
2296,33,0,0,0.6,some_village,0.084185004,0.23411125,217,0,6
2297,19,0,0,0.9,some_village,0.49734282,0.9408374,1746,9,0
2298,6,1,0,0.6,some_village,0.11507326,0.63976187,1698,7,0
2299,22,1,0,0.6,some_village,0.1107775,0.17772818,1616,5,0
2300,15,0,0,0.4,some_village,0.2094912,0.8163823,2120,2,0
2301,50,1,0,0.3,some_village,0.51725364,0.78129905,1627,0,27
2302,49,0,0,0.7,some_village,0.78062207,0.11771238,727,0,35
2303,47,0,0,0.7,some_village,0.6829914,0.38743514,1429,0,42
2304,30,1,1,0.6,some_village,0.18043572,0.33209682,1217,0,12
2305,69,0,0,0.6,some_village,0.3093925,0.30405325,2415,0,16
2306,73,0,0,0.6,some_village,0.25599754,0.9804427,1371,0,20
2307,72,0,0,0.6,some_village,0.11630076,0.19330579,698,0,11
2308,19,0,0,0.8,some_village,0.98930824,0.034509122,1516,2,0
2309,9,0,0,0.7,some_village,0.24718857,0.61393785,1022,4,0
2310,49,1,0,0.8,some_village,0.55990595,0.56808364,1725,0,10
2311,38,0,0,0.2,some_village,0.24588603,0.5933777,2348,0,44
2312,33,1,0,0.7,some_village,0.70934325,0.62960184,391,0,25
2313,58,0,0,0.7,some_village,0.48485845,0.9767187,3,0,20
2314,61,0,0,0.6,some_village,0.73820925,0.103671074,1375,0,15
2315,26,0,0,0.5,some_village,0.68980587,0.5978193,1232,4,0
2316,15,1,0,0.6,some_village,0.69339466,0.5771805,2177,1,0
2317,54,0,0,0.7,some_village,0.614945,0.30418146,1130,0,10
2318,7,0,0,0.5,some_village,0.49517494,0.197146,196,10,0
2319,56,0,0,0.7,some_village,0.15250182,0.1444754,1156,0,24
2320,60,0,0,0.7,some_village,0.6446441,0.76098824,650,0,25
2321,78,0,0,0.9,some_village,0.70558876,0.11913836,617,0,15
2322,22,0,0,0.9,some_village,0.6951959,0.9754109,713,6,0
2323,77,0,0,0.1,some_village,0.6623923,0.9314824,1048,0,32
2324,46,1,0,0.5,some_village,0.94815457,0.819812,1118,0,49
2325,23,0,0,0.6,some_village,0.49484587,0.025933206,177,3,0
2326,65,0,0,0.9,some_village,0.7150742,0.9315105,383,0,47
2327,33,0,1,0.8,some_village,0.2828161,0.4231043,1284,0,13
2328,28,0,0,0.9,some_village,0.25839442,0.3090806,104,10,0
2329,25,0,0,0.9,some_village,0.27505374,0.38745952,1484,7,0
2330,38,0,1,0.8,some_village,0.20310271,0.032951117,1083,0,18
2331,63,0,0,0.9,some_village,0.86972135,0.6784434,2176,0,25
2332,33,1,0,0.2,some_village,0.20959419,0.506406,1850,0,45
2333,22,0,0,0.5,some_village,0.9379921,0.122709036,2078,6,0
2334,46,0,0,0.8,some_village,0.38374895,0.45575798,2354,0,10
2335,18,1,0,0.6,some_village,0.46591693,0.26956308,882,10,0
2336,71,0,0,0.6,some_village,0.86037844,0.13113749,158,0,32
2337,77,0,0,0.7,some_village,0.714032,0.38640553,1013,0,43
2338,39,0,0,1.0,some_village,0.46685112,0.8579288,1909,0,44
2339,29,0,0,0.7,some_village,0.013687551,0.084985554,164,2,0
2340,42,1,0,0.9,some_village,0.31836128,0.49274963,2229,0,46
2341,12,1,0,0.5,some_village,0.042123914,0.53996426,997,2,0
2342,54,0,0,0.7,some_village,0.84494835,0.49532288,1753,0,42
2343,52,1,0,1.0,some_village,0.08128065,0.98570013,1818,0,26
2344,76,1,0,0.9,some_village,0.2644965,0.27647138,1041,0,36
2345,62,1,1,0.7,some_village,0.56448776,0.27949977,2440,0,38
2346,19,0,0,0.9,some_village,0.77239764,0.5758195,1233,5,0
2347,61,0,0,0.9,some_village,0.15171945,0.46018505,739,0,43
2348,26,0,0,0.6,some_village,0.65936327,0.9115229,1146,3,0
2349,75,0,0,0.8,some_village,0.7248663,0.08236563,1510,0,20
2350,68,0,0,1.0,some_village,0.23020047,0.26525927,328,0,32
2351,36,0,0,0.8,some_village,0.37956214,0.7853025,901,0,30
2352,20,0,0,0.8,some_village,0.9553077,0.7188787,1297,9,0
2353,28,0,0,0.9,some_village,0.7627483,0.8460078,586,10,0
2354,35,0,0,0.2,some_village,0.68623376,0.92397034,1438,0,41
2355,49,0,0,0.7,some_village,0.6682405,0.5447989,322,0,34
2356,18,0,0,1.0,some_village,0.0526129,0.71369225,2004,2,0
2357,51,0,0,0.1,some_village,0.7598741,0.4448644,2034,0,8
2358,29,1,0,0.5,some_village,0.61746216,0.621892,2227,10,0
2359,48,1,0,0.5,some_village,0.46219468,0.3590759,922,0,32
2360,10,0,0,0.9,some_village,0.84267104,0.9335973,70,1,0
2361,48,0,0,0.8,some_village,0.05166447,0.8427272,1673,0,35
2362,21,0,0,0.9,some_village,0.71154934,0.88347477,2371,9,0
2363,64,0,0,0.5,some_village,0.4742872,0.42650157,1371,0,26
2364,78,1,0,0.8,some_village,0.19697118,0.6308299,1147,0,35
2365,62,1,1,0.7,some_village,0.71045005,0.07953894,1816,0,19
2366,10,0,0,0.8,some_village,0.7160318,0.12775481,1109,3,0
2367,15,1,0,0.7,some_village,0.98561084,0.7192321,1352,1,0
2368,23,1,0,1.0,some_village,0.3910563,0.26752496,2296,5,0
2369,13,1,0,0.3,some_village,0.59496224,0.99027616,1030,10,0
2370,9,0,0,0.7,some_village,0.2953636,0.6570064,510,1,0
2371,60,0,0,0.3,some_village,0.57308286,0.9400958,2054,0,42
2372,31,0,0,0.9,some_village,0.5208976,0.51026386,2109,0,20
2373,70,0,0,0.7,some_village,0.8029511,0.8591448,325,0,37
2374,66,0,0,0.8,some_village,0.9141583,0.27509576,163,0,21
2375,12,0,0,0.5,some_village,0.43513417,0.90552026,2361,4,0
2376,34,1,0,0.8,some_village,0.5460078,0.22107977,2224,0,13
2377,15,1,0,0.8,some_village,0.55684364,0.073637545,2010,8,0
2378,8,0,0,0.5,some_village,0.8967816,0.1635353,1051,8,0
2379,62,1,1,0.5,some_village,0.4129424,0.48691386,640,0,11
2380,24,0,0,0.4,some_village,0.7110185,0.941146,2335,5,0
2381,47,0,0,0.8,some_village,0.27657944,0.26563144,212,0,17
2382,46,1,0,0.6,some_village,0.92843634,0.33077317,399,0,1
2383,68,0,1,0.7,some_village,0.45678282,0.90233177,2356,0,43
2384,14,0,0,0.5,some_village,0.8250006,0.8370894,187,3,0
2385,69,0,0,0.5,some_village,0.2087726,0.87572885,2029,0,12
2386,13,1,0,0.6,some_village,0.30092293,0.4476704,2104,2,0
2387,47,0,0,0.8,some_village,0.07533759,0.81216365,2130,0,25
2388,5,1,0,0.5,some_village,0.24349457,0.9333789,863,10,0
2389,64,0,0,0.9,some_village,0.86223197,0.39437008,617,0,17
2390,12,1,0,0.0,some_village,0.025690377,0.23262733,787,8,0
2391,72,1,0,0.8,some_village,0.5320393,0.25947112,1647,0,42
2392,70,1,0,0.8,some_village,0.5884587,0.85006166,2092,0,29
2393,33,1,1,0.7,some_village,0.67692,0.190781,2465,0,24
2394,45,1,0,0.7,some_village,0.3492453,0.5961717,2008,0,39
2395,59,0,0,0.7,some_village,0.87059325,0.16551167,1222,0,35
2396,38,0,0,0.6,some_village,0.8073805,0.52891773,1882,0,17
2397,68,0,0,0.9,some_village,0.9200217,0.26149833,2105,0,28
2398,24,0,0,0.7,some_village,0.023666143,0.099766254,701,6,0
2399,45,1,0,0.8,some_village,0.5620973,0.063344896,1354,0,19
